team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90
US Siracusa,Siracusa,2023/2024,Italy,19,10,9,1705239000,15,8,7,4,2,2,0,0,0,2.58,2.6,2.56,0,2,2,2,52,16,36,68,36,32,25,27,11,5,14,22,33,36,30,107,82,161,7,3,4,12,7,5,2,1,1,11,6,5,30,9,21,0,0,0,51,54,50,72,24,48,43,13,30,29,11,18,0,0,0,19,9,10,9,7,2,10,2,8,8,3,5,7,4,3,2,2,0,1.82,1.44,2.25,3.58,3.6,3.56,2.74,2.5,3,0.84,1.1,0.56,1.65,1.78,1.5,1.12,1,1.25,0.53,0.78,0.25,17,16,13,11,7,2,9,8,7,6,4,1,8,8,6,5,3,1,2,3,6,8,12,17,1,2,3,4,6,9,1,1,3,4,6,8,89,84,68,58,37,11,90,80,70,60,40,10,89,89,67,56,33,11,11,16,32,42,63,89,10,20,30,40,60,90,11,11,33,44,67,89,14,11,3,7,6,3,7,5,0,82,65,18,78,67,33,88,63,0,79,80,78,-20,37,30,44,63,70,56,11,10,11,58,60,56,10,4,6,59,44,75,4,3,1,24,33,13,6,4,2,35,44,25,47,33,63,41,44,38,12,22,0,5.00,4.50,5.25,0,0,0.00,50,50,50,33,17,0,0,0,111,1,0,7,5,11,11,4,6,5,1,1,1,3,3,1,1,2,2
Parma Calcio 1913 Women,Parma W,2023/2024,Italy,12,6,6,1705235400,10,6,4,1,0,1,1,0,1,2.58,3,2.17,3,2,3,3,33,11,22,44,31,13,24,9,7,4,17,5,33,23,60,98,77,134,5,1,4,7,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,5.17,2.17,2.75,4,1.5,0.92,1.17,0.67,0,0,0,0,0,0,0,0,0,12,10,8,5,3,3,6,6,6,4,3,3,6,4,2,1,0,0,0,2,4,7,9,9,0,0,0,2,3,3,0,2,4,5,6,6,100,83,67,42,25,25,100,100,100,67,50,50,100,67,33,17,0,0,0,17,33,58,75,75,0,0,0,33,50,50,0,33,67,83,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,100,67,9,42,17,67,58,83,33,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport Extremadura CD,Sport Extremadura,2023/2024,Spain,14,7,7,1705231800,11,6,5,3,1,2,0,0,0,2.57,2.71,2.43,1,11,6,4,40,9,31,49,29,20,23,17,6,3,17,14,31,27,37,141,105,209,8,3,5,6,4,2,1,0,1,8,5,3,51,25,26,7,5,2,46,40,50,96,48,48,49,25,24,47,23,24,104,47,57,7,5,2,1,1,0,6,4,2,5,3,2,3,1,2,0,0,0,2.25,2.5,2,3.5,4.14,2.86,2.86,3.29,2.43,0.64,0.86,0.43,1,1.5,0.5,0.88,1.25,0.5,0.13,0.25,0,13,12,11,8,3,2,7,7,6,4,3,2,6,5,5,4,0,0,1,2,3,6,11,12,0,0,1,3,4,5,1,2,2,3,7,7,93,86,79,57,21,14,100,100,86,57,43,29,86,71,71,57,0,0,7,14,21,43,79,86,0,0,14,43,57,71,14,29,29,43,100,100,6,2,0,4,2,0,2,0,0,75,25,0,100,50,0,50,0,0,79,86,71,-10,57,43,71,43,57,29,7,0,14,57,71,43,7,3,4,88,75,100,2,0,2,25,0,50,1,1,0,13,25,0,63,75,50,38,25,50,0,0,0,5.67,6.25,5.20,0.78,1.25,0.40,67,67,44,33,22,11,0,0,157,0,1,2,3,3,3,1,4,2,1,0,0,0,0,1,1,3,0
Stade Malien de Bamako,Stade Malien Bamako,2023/2024,Mali,9,5,4,1705247100,7,3,4,2,2,0,0,0,0,2.56,2.2,3,2,5,2,2,18,4,14,22,8,14,6,12,2,2,4,10,45,75,30,205,225,180,5,3,2,4,2,2,0,0,0,6,3,3,42,30,12,0,0,0,50,48,55,61,42,19,36,27,9,25,15,10,0,0,0,4,1,3,3,1,2,1,0,1,2,1,1,6,3,3,1,1,0,1.33,1.2,1.5,2.44,1.6,3.5,2,1.2,3,0.44,0.4,0.5,0.78,0.4,1.25,0.44,0.2,0.75,0.33,0.2,0.5,9,7,2,2,1,1,5,3,0,0,0,0,4,4,2,2,1,1,0,2,7,7,8,8,0,2,5,5,5,5,0,0,2,2,3,3,100,78,22,22,11,11,100,60,0,0,0,0,100,100,50,50,25,25,0,22,78,78,89,89,0,40,100,100,100,100,0,0,50,50,75,75,4,2,1,2,0,0,2,2,1,44,22,11,40,0,0,50,50,25,78,60,100,-16,56,60,50,44,40,50,0,0,0,67,60,75,6,4,2,67,80,50,6,4,2,67,80,50,2,0,2,22,0,50,22,20,25,67,60,75,11,20,0,6.00,6.00,6.00,0,0,0.00,86,86,56,43,43,28,28,14,44,1,1,2,0,2,3,3,2,4,1,1,0,0,1,0,0,0,1
Loughborough Lightning Women,Loughborough Lightning W,2023/2024,England,11,6,5,1705240800,9,5,4,1,1,0,1,0,1,2.55,2.67,2.4,0,2,1,1,29,9,20,38,24,14,17,12,7,2,10,10,34,32,38,110,77,225,6,2,4,5,4,1,0,0,0,3,2,1,35,28,7,0,0,0,58,61,48,88,72,16,51,42,9,37,30,7,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,0,3,3.45,4,2.8,2.64,2.83,2.4,0.82,1.17,0.4,1,0,1,1,0,1,0,0,0,11,9,9,4,3,2,6,6,6,3,2,1,5,3,3,1,1,1,0,2,2,7,8,9,0,0,0,3,4,5,0,2,2,4,4,4,100,82,82,36,27,18,100,100,100,50,33,17,100,60,60,20,20,20,0,18,18,64,73,82,0,0,0,50,67,83,0,40,40,80,80,80,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,100,0,0,82,83,80,-18,55,33,80,45,67,20,0,0,0,27,33,20,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,8.75,9.33,7.00,0,0,0.00,100,100,100,50,50,50,25,25,245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C&K Basildon,C&K Basildon,2023/2024,England,13,7,6,1705240800,11,5,6,0,0,0,2,2,0,2.54,2.14,3,0,3,1,1,25,11,14,36,16,20,11,14,5,6,6,8,47,57,39,106,127,90,5,4,1,7,2,5,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.29,3.33,1.92,1.57,2.33,0.85,0.71,1,0,0,0,0,0,0,0,0,0,13,9,8,4,2,0,7,4,3,1,1,0,6,5,5,3,1,0,0,4,5,9,11,13,0,3,4,6,6,7,0,1,1,3,5,6,100,69,62,31,15,0,100,57,43,14,14,0,100,83,83,50,17,0,0,31,38,69,85,100,0,43,57,86,86,100,0,17,17,50,83,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,71,100,-1,38,57,17,54,29,83,8,14,0,31,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lioli FC,Lioli,2023/2024,Lesotho,13,7,6,1705240800,10,6,4,3,1,2,0,0,0,2.54,2.71,2.33,1,1,1,1,23,6,17,29,18,11,14,9,4,2,10,7,51,45,60,196,158,273,7,3,4,6,4,2,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2.23,2.57,1.83,1.77,2,1.5,0.46,0.57,0.33,0,0,0,0,0,0,0,0,0,12,10,5,2,0,0,7,6,3,2,0,0,5,4,2,0,0,0,1,3,8,11,13,13,0,1,4,5,7,7,1,2,4,6,6,6,92,77,38,15,0,0,100,86,43,29,0,0,83,67,33,0,0,0,8,23,62,85,100,100,0,14,57,71,100,100,17,33,67,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,86,67,-6,54,43,67,46,57,33,8,0,17,23,43,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Madrid CF,Real Madrid,2023/2024,Spain,19,9,10,1705258800,15,8,7,3,1,2,1,0,1,2.53,2.78,2.3,1,3,1,1,40,11,29,51,26,25,22,18,4,7,18,11,43,37,50,155,205,129,10,5,5,9,4,5,1,1,0,12,6,6,119,67,52,38,17,21,59,61,57,251,135,116,139,77,62,112,58,54,210,92,118,14,7,7,6,2,4,8,5,3,8,5,3,7,2,5,4,2,2,1.63,1.89,1.4,2.68,2.89,2.5,2.11,2.44,1.8,0.58,0.44,0.7,1.05,1,1.1,0.74,0.78,0.7,0.32,0.22,0.4,18,15,10,5,2,1,8,7,5,3,2,1,10,8,5,2,0,0,1,4,9,14,17,18,1,2,4,6,7,8,0,2,5,8,10,10,95,79,53,26,11,5,89,78,56,33,22,11,100,80,50,20,0,0,5,21,47,74,89,95,11,22,44,67,78,89,0,20,50,80,100,100,13,6,1,7,2,0,6,4,1,68,32,5,78,22,0,60,40,10,79,89,70,20,53,56,50,47,44,50,5,11,0,63,67,60,14,7,7,74,78,70,9,4,5,47,44,50,2,0,2,11,0,20,42,56,30,37,22,50,21,22,20,6.26,7.44,5.20,2,1.89,2.10,84,79,63,37,32,32,16,11,68,2,3,4,3,6,6,6,5,5,4,2,0,0,1,1,1,1,1
Girona FC,Girona FC,2023/2024,Spain,19,10,9,1705237200,15,8,7,3,1,2,1,1,0,2.53,2.5,2.56,2,4,2,2,46,24,22,70,38,32,25,21,13,11,12,10,37,36,39,71,69,74,5,4,1,13,5,8,1,1,0,12,6,6,89,47,42,39,16,23,57,60,54,218,117,101,117,65,52,101,52,49,223,110,113,22,13,9,12,7,5,10,6,4,8,5,3,9,4,5,2,1,1,1.74,1.9,1.56,3.68,3.8,3.56,2.42,2.5,2.33,1.26,1.3,1.22,1.79,2,1.56,1.16,1.3,1,0.63,0.7,0.56,19,16,13,6,6,6,10,8,7,3,3,3,9,8,6,3,3,3,0,3,6,13,13,13,0,2,3,7,7,7,0,1,3,6,6,6,100,84,68,32,32,32,100,80,70,30,30,30,100,89,67,33,33,33,0,16,32,68,68,68,0,20,30,70,70,70,0,11,33,67,67,67,13,10,5,6,5,3,7,5,2,68,53,26,60,50,30,78,56,22,79,80,78,0,26,40,11,68,50,89,5,10,0,63,60,67,10,6,4,53,60,44,8,5,3,42,50,33,7,3,4,37,30,44,42,50,33,47,40,56,11,10,11,4.68,4.70,4.67,2.05,1.6,2.56,74,74,63,53,47,21,16,11,121,1,4,4,9,4,7,3,5,9,4,3,3,0,3,3,2,1,5
Maccabi Tel Aviv FC,Maccabi Tel Aviv,2023/2024,Israel,15,7,8,1705255200,12,4,8,2,2,0,1,1,0,2.53,2,3,1,2,1,1,32,10,22,42,16,26,11,21,5,5,6,16,42,57,34,134,127,143,6,2,4,8,4,4,1,1,0,11,5,6,101,49,52,25,15,10,61,64,58,215,97,118,81,37,44,134,60,74,60,30,30,10,2,8,5,3,2,5,-1,6,7,1,6,4,4,0,4,2,2,1.67,1,2.25,2.8,2.29,3.25,2.13,1.57,2.63,0.67,0.71,0.63,1,0.71,1.25,0.67,0.29,1,0.33,0.43,0.25,15,11,8,4,4,0,7,5,2,1,1,0,8,6,6,3,3,0,0,4,7,11,11,15,0,2,5,6,6,7,0,2,2,5,5,8,100,73,53,27,27,0,100,71,29,14,14,0,100,75,75,38,38,0,0,27,47,73,73,100,0,29,71,86,86,100,0,25,25,62,62,100,12,2,1,4,1,0,8,1,1,80,13,7,57,14,0,100,13,13,80,57,100,-16,40,29,50,53,57,50,7,14,0,73,71,75,10,4,6,67,57,75,7,5,2,47,71,25,1,1,0,7,14,0,47,14,75,27,57,0,27,29,25,6.73,7.00,6.50,1.67,2.14,1.25,80,73,73,60,40,27,7,0,67,1,2,1,3,6,7,2,4,6,0,2,2,1,0,2,0,1,2
Galatasaray,Galatasaray,2023/2024,Turkey,19,9,10,1705338000,15,9,6,3,0,3,1,0,1,2.53,3,2.1,2,1,2,2,36,10,26,46,29,17,23,13,6,4,17,9,48,35,69,170,134,225,11,4,7,8,5,3,2,0,2,15,8,7,133,68,65,42,19,23,62,60,63,294,167,127,144,81,63,150,86,64,284,135,149,16,11,5,2,1,1,14,10,4,11,7,4,8,2,6,0,0,0,2.16,2.56,1.8,2.42,3.22,1.7,1.89,2.56,1.3,0.53,0.67,0.4,0.95,1.33,0.6,0.84,1.22,0.5,0.11,0.11,0.1,17,14,10,3,1,1,9,8,7,3,1,1,8,6,3,0,0,0,2,5,9,16,18,18,0,1,2,6,8,8,2,4,7,10,10,10,89,74,53,16,5,5,100,89,78,33,11,11,80,60,30,0,0,0,11,26,47,84,95,95,0,11,22,67,89,89,20,40,70,100,100,100,12,4,2,7,3,2,5,1,0,63,21,11,78,33,22,50,10,0,79,100,60,5,58,44,70,42,56,30,11,0,20,79,89,70,17,8,9,89,89,90,7,2,5,37,22,50,2,1,1,11,11,10,58,78,40,42,22,60,0,0,0,7.00,7.56,6.50,2.21,2.11,2.30,95,89,57,57,53,26,11,11,63,2,0,6,3,6,4,7,1,7,0,1,0,0,3,3,2,0,1
Levante UD Under 19,Levante U19,2023/2024,Spain,15,7,8,1705230000,12,5,7,2,1,1,1,1,0,2.53,2.29,2.75,0,5,1,1,39,10,29,49,21,28,15,24,6,4,9,20,35,42,30,134,105,180,8,4,4,6,2,4,2,2,0,9,4,5,49,25,24,20,8,12,53,53,53,173,88,85,99,49,50,74,39,35,0,0,0,17,5,12,3,1,2,14,4,10,8,3,5,3,2,1,0,0,0,2.45,2.2,2.67,3.27,3,3.5,2.6,2.14,3,0.67,0.86,0.5,1.82,1.2,2.33,1.55,1,2,0.27,0.2,0.33,14,12,7,6,5,2,6,5,2,2,2,1,8,7,5,4,3,1,1,3,8,9,10,13,1,2,5,5,5,6,0,1,3,4,5,7,93,80,47,40,33,13,86,71,29,29,29,14,100,88,63,50,38,13,7,20,53,60,67,87,14,29,71,71,71,86,0,12,37,50,62,87,8,6,4,3,2,1,5,4,3,73,55,36,60,40,20,83,67,50,80,71,88,-23,53,57,50,40,29,50,13,29,0,60,57,63,8,4,4,73,80,67,3,2,1,27,40,17,3,1,2,27,20,33,73,60,83,27,40,17,0,0,0,4.45,5.00,4.00,2,2,2.00,73,64,64,45,27,9,0,0,160,2,6,3,5,0,3,2,0,4,0,2,0,1,0,0,0,1,1
North Village Community Club,North Village Rams,2023/2024,Bermuda,10,4,6,1705258800,8,3,5,1,1,0,1,0,1,2.5,2.5,2.5,1,2,2,1,21,10,11,31,10,21,7,14,3,7,4,7,43,51,39,90,120,77,1,1,0,8,3,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,2.5,3.5,2.1,1.75,2.33,1,0.75,1.17,0,0,0,0,0,0,0,0,0,10,9,7,2,1,1,4,4,2,0,0,0,6,5,5,2,1,1,0,1,3,8,9,9,0,0,2,4,4,4,0,1,1,4,5,5,100,90,70,20,10,10,100,100,50,0,0,0,100,83,83,33,17,17,0,10,30,80,90,90,0,0,50,100,100,100,0,17,17,67,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,75,83,4,10,25,0,80,75,83,10,0,17,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFC Wimbledon Women,AFC Wimbledon W,2023/2024,England,12,6,6,1705240800,10,5,5,0,0,0,2,1,1,2.5,2.5,2.5,0,1,1,1,51,18,33,69,37,32,27,24,10,8,17,16,21,20,23,60,54,68,3,1,2,7,4,3,2,1,1,1,1,0,0,0,0,0,0,0,45,45,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,6.17,5.33,4.25,4.5,4,1.5,1.67,1.33,0,0,0,0,0,0,0,0,0,12,12,10,8,7,6,6,6,5,5,5,4,6,6,5,3,2,2,0,0,2,4,5,6,0,0,1,1,1,2,0,0,1,3,4,4,100,100,83,67,58,50,100,100,83,83,83,67,100,100,83,50,33,33,0,0,17,33,42,50,0,0,17,17,17,33,0,0,17,50,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,83,-3,25,17,33,58,67,50,17,17,17,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olympia Las Rozas,Olympia Las Rozas,2023/2024,Spain,14,7,7,1705251600,11,6,5,2,0,2,1,1,0,2.5,2.57,2.43,2,16,7,5,47,9,38,56,34,22,30,17,4,5,26,12,27,21,37,141,158,127,8,4,4,6,3,3,1,0,1,4,4,0,44,35,9,9,7,2,47,41,67,114,84,30,66,53,13,48,31,17,75,56,19,9,9,0,3,2,1,6,7,-1,3,3,0,2,1,1,2,1,1,1.57,2,0.5,4,4.86,3.14,3.36,4.29,2.43,0.64,0.57,0.71,1.71,2.2,0.5,1.29,1.8,0,0.43,0.4,0.5,13,13,11,6,3,3,7,7,7,4,2,2,6,6,4,2,1,1,1,1,3,8,11,11,0,0,0,3,5,5,1,1,3,5,6,6,93,93,79,43,21,21,100,100,100,57,29,29,86,86,57,29,14,14,7,7,21,57,79,79,0,0,0,43,71,71,14,14,43,71,86,86,6,4,1,5,4,1,1,0,0,86,57,14,100,80,20,50,0,0,79,86,71,20,57,57,57,43,43,43,7,0,14,29,57,0,4,3,1,57,60,50,3,1,2,43,20,100,1,1,0,14,20,0,43,60,0,29,20,50,29,20,50,5.50,5.83,4.50,1.13,1.17,1.00,38,38,38,13,0,0,0,0,221,1,3,1,4,1,4,1,3,4,0,1,1,0,1,2,0,0,0
Sporting Clube de Portugal Women,Sporting CP W,2023/2024,Portugal,10,6,4,1705244400,8,6,2,1,0,1,1,0,1,2.5,3,1.75,2,1,4,2,35,5,30,40,29,11,28,7,1,4,27,3,26,19,51,180,529,90,6,5,1,3,1,2,1,0,1,9,6,3,77,45,32,0,0,0,64,66,60,189,128,61,104,73,31,85,55,30,0,0,0,17,12,5,4,1,3,13,11,2,6,4,2,2,1,1,1,0,1,2.22,2.6,1.75,4,4.83,2.75,3.5,4.67,1.75,0.5,0.17,1,2.33,2.6,2,1.89,2.4,1.25,0.44,0.2,0.75,10,9,7,4,2,2,6,5,5,3,2,2,4,4,2,1,0,0,0,1,3,6,8,8,0,1,1,3,4,4,0,0,2,3,4,4,100,90,70,40,20,20,100,83,83,50,33,33,100,100,50,25,0,0,0,10,30,60,80,80,0,17,17,50,67,67,0,0,50,75,100,100,8,6,4,4,3,3,4,3,1,89,67,44,80,60,60,100,75,25,80,100,50,50,60,83,25,30,17,50,10,0,25,90,100,75,5,4,1,56,80,25,2,1,1,22,20,25,3,1,2,33,20,50,67,80,50,22,20,25,11,0,25,7.70,7.50,8.00,0,0,0.00,100,90,90,60,60,40,30,20,130,4,5,5,0,5,2,1,0,5,0,0,2,1,1,1,0,0,0
Fenerbahçe Spor Kulübü,Fenerbahçe W,2023/2024,Turkey,14,7,7,1705226400,11,6,5,2,1,1,1,0,1,2.5,2.71,2.29,2,2,2,2,36,8,28,44,20,24,18,18,2,6,16,12,35,35,35,158,310,105,8,6,2,6,1,5,1,1,0,8,5,3,50,23,27,1,0,1,57,61,54,136,67,69,83,42,41,53,25,28,0,0,0,9,4,5,3,1,2,6,3,3,4,2,2,5,3,2,1,0,1,1.7,1.8,1.6,3.14,2.86,3.43,2.57,2.57,2.57,0.57,0.29,0.86,1.2,1,1.4,0.9,0.8,1,0.3,0.2,0.4,13,10,9,6,3,1,6,3,3,3,2,1,7,7,6,3,1,0,1,4,5,8,11,13,1,4,4,4,5,6,0,0,1,4,6,7,93,71,64,43,21,7,86,43,43,43,29,14,100,100,86,43,14,0,7,29,36,57,79,93,14,57,57,57,71,86,0,0,14,57,86,100,6,5,1,2,2,1,4,3,0,60,50,10,40,40,20,80,60,0,79,86,71,25,57,86,29,43,14,71,7,14,0,57,71,43,7,4,3,70,80,60,5,3,2,50,60,40,2,1,1,20,20,20,40,40,40,50,60,40,10,0,20,5.56,5.75,5.40,1,0,1.00,78,67,56,44,33,22,22,11,129,1,1,1,3,5,5,2,4,1,0,1,0,1,0,1,0,0,3
Mantova FC,Mantova,2023/2024,Italy,20,10,10,1705253400,16,8,8,2,1,1,2,1,1,2.5,2.5,2.5,0,1,1,1,41,13,28,54,26,28,20,21,6,7,14,14,44,45,43,138,150,129,11,4,7,8,5,3,2,1,1,15,7,8,78,44,34,24,10,14,61,66,57,238,136,102,128,71,57,110,65,45,160,91,69,15,6,9,6,3,3,9,3,6,9,3,6,10,7,3,1,0,1,1.85,1.6,2.1,2.7,2.6,2.8,2.05,2,2.1,0.65,0.6,0.7,1.05,0.9,1.2,0.75,0.6,0.9,0.3,0.3,0.3,19,16,8,6,5,0,10,7,4,3,2,0,9,9,4,3,3,0,1,4,12,14,15,20,0,3,6,7,8,10,1,1,6,7,7,10,95,80,40,30,25,0,100,70,40,30,20,0,90,90,40,30,30,0,5,20,60,70,75,100,0,30,60,70,80,100,10,10,60,70,70,100,12,6,2,5,3,1,7,3,1,60,30,10,50,30,10,70,30,10,80,80,80,3,55,40,70,40,50,30,10,10,10,75,70,80,15,7,8,75,70,80,9,5,4,45,50,40,4,3,1,20,30,10,45,30,60,50,70,30,5,0,10,3.90,4.40,3.40,1.41,1.25,1.56,55,45,40,25,15,5,5,5,65,2,3,5,3,2,9,5,3,9,1,3,1,0,4,0,2,1,1
